region_name,province_name,year,area,population,population_density,temp_mean,total_precip,snowfall,precip_hours,sunshine_hours,grdp_per_capita,monthly_income_per_capita,central_administrated,airport,maritime_port,predicted_migration_rate(‰)
Tây Nguyên,Lâm Đồng,2027,9783.3,1423.3042065637496,145.48303809182482,19.045,2033.7030129374991,0.0,2382.361142656,211119.66797486402,107.15549913749999,6.14698875,0,1,0,-0.58515465
Đông Nam Bộ,Bình Phước,2027,6876.8,1108.8896327687498,161.25081909736355,26.245,2482.061695649999,0.0,2683.951465728,207422.573845464,118.33892716249999,5.880735000000001,0,0,0,-0.79418814
Đông Nam Bộ,Tây Ninh,2027,4041.3,1256.6335303724995,310.9478460823249,27.545,1964.4748894124994,0.0,2129.3491266560004,211591.48760661602,115.14366201249999,6.1354125,0,0,0,2.3225834
Đông Nam Bộ,Bình Dương,2027,2694.4,2989.4062520174994,1109.488662417421,26.845000000000002,2151.9592649999995,0.0,2340.8671720320003,207391.387473216,209.63221716249993,10.349167500000002,0,0,2,40.04649
Đông Nam Bộ,Đồng Nai,2027,5863.6,3494.364339304999,595.9418001406983,26.545,2159.4708209249993,0.0,2583.758707392,209597.57180676,168.20788682499995,8.27701875,0,0,1,8.340077
Đông Nam Bộ,Bà Rịa - Vũng Tàu,2027,1981.0,1247.3479064024993,629.6556821819785,27.145000000000003,1698.2206841249995,0.0,2421.831017152,220094.30109823198,428.39376332499984,6.598462500000001,0,1,4,11.315729
Đông Nam Bộ,TP Hồ Chí Minh,2027,2061.4,9956.834462128749,4830.132173342752,27.245,2020.7100513374994,0.0,2284.192480448,208984.91049388802,211.57219957499998,8.230713750000001,1,1,1,16.098022
Đồng bằng sông Cửu Long,Long An,2027,4494.9,1833.1160185099995,407.82131271218486,26.845000000000002,2068.5200897249993,0.0,2228.5298369280003,211792.69000821598,119.82244312499998,5.325075000000001,0,0,2,-1.5579845
Đồng bằng sông Cửu Long,Tiền Giang,2027,2510.6,1877.2541027187494,747.7312605427984,26.745,2028.9321598499992,0.0,2179.951529856,208528.181042256,85.24510953749999,5.811277500000001,0,0,2,-1.4762459
Đồng bằng sông Cửu Long,Bến Tre,2027,2394.8,1364.9030693199995,569.9444919492231,26.745,2112.472842637499,0.0,2224.4816446719997,212405.35132108798,64.4758860625,5.070397500000001,0,0,2,-5.797233
Đồng bằng sông Cửu Long,Trà Vinh,2027,2358.3,1069.6139530037497,453.5529631530126,26.745,2127.800477024999,0.0,2240.674413696,211436.56175738398,102.13436818749997,4.838872500000001,0,0,1,-4.282103
Đồng bằng sông Cửu Long,Vĩnh Long,2027,1525.7,1082.6535623399996,709.6110390902533,26.845000000000002,2029.0336673624995,0.0,2141.4937034239997,204323.050848816,91.06505677499999,4.734686250000001,0,0,2,-2.272364
Đồng bằng sông Cửu Long,Đồng Tháp,2027,3383.8,1674.0892512399996,494.7364652875464,27.145000000000003,2002.3371915749992,0.0,2103.035876992,206139.908535264,85.13099292499997,6.14698875,0,0,1,-4.683403
Đồng bằng sông Cửu Long,An Giang,2027,3536.7,1998.2913746249992,565.0157985198064,27.145000000000003,1923.2628393374996,0.0,2185.011770176,202531.34346256798,72.92051538749999,4.885177500000001,0,0,2,-7.011482
Đồng bằng sông Cửu Long,Kiên Giang,2027,6348.8,1844.3988881762496,290.51141761848686,27.045,2128.7140446374992,0.0,2567.565938368,201957.916618008,90.608590325,5.961768750000002,0,2,2,-3.06726
Đồng bằng sông Cửu Long,Cần Thơ,2027,1439.0,1326.4534754712497,921.7883776728629,26.845000000000002,2007.5140747124995,0.0,2177.9274337280003,202522.28935449602,117.54011087499997,7.003631250000001,1,1,1,4.3764744
Đồng bằng sông Cửu Long,Hậu Giang,2027,1621.7,762.2158811049997,470.0104095116234,26.745,2161.907001225,0.0,2301.397297536,203961.89253794402,101.79201834999998,5.301922500000001,0,0,1,-3.777882
Đồng bằng sông Cửu Long,Sóc Trăng,2027,3311.9,1258.6935167712497,380.0517880283975,26.645000000000003,2094.5060129249996,0.0,2375.276806208,209235.40748388,75.08873102499999,4.94305875,0,0,2,-6.4513783
Đồng bằng sông Cửu Long,Bạc Liêu,2027,2669.0,971.8953088599997,364.1421164705881,26.845000000000002,2217.025580512499,0.0,2675.855081216,208324.96661664,80.22397858749997,5.984921250000002,0,0,0,-5.0647492
Đồng bằng sông Cửu Long,Cà Mau,2027,5221.2,1266.1492035849997,242.50157120681067,26.845000000000002,2531.698869262499,0.0,2666.74664864,204523.24723840802,81.82161116249999,5.151431250000001,0,1,2,-7.230775
Đồng bằng sông Hồng,Hà Nội,2028,3358.6,9218.589868944002,2744.7715920157216,23.860000000000003,1828.3137272201243,0.0,2129.737753112576,146987.04027647708,194.85753934212494,9.1770721875,1,1,0,8.008666
Đồng bằng sông Hồng,Vĩnh Phúc,2028,1235.2,1296.7739861536245,1049.8494058886208,23.76,1770.7772389848742,0.0,2185.623047206656,147462.82761958864,168.5028782683125,7.098556500000001,0,0,0,3.9281926
Đồng bằng sông Hồng,Bắc Ninh,2028,822.7,1638.2464812962057,1991.3048271498792,23.860000000000003,1883.809914454124,0.0,2171.3976996190722,149133.12344063914,192.23399842074994,6.9891609375,0,0,0,27.823391
Đồng bằng sông Hồng,Quảng Ninh,2028,6177.8,1479.2223805060619,239.4416103638936,23.46,2156.3941282211244,0.0,2748.54037317248,171187.6812371172,294.43284249431235,7.171486875000001,0,1,1,3.6323593
Đồng bằng sông Hồng,Hải Dương,2028,1668.2,2092.29780825358,1254.2247981378612,23.76,1845.6562857307492,0.0,2188.671335975424,153174.2917849913,124.14118632506244,7.147176750000001,0,0,0,2.6958003
Đồng bằng sông Hồng,Hải Phòng,2028,1561.8,2252.0436362581486,1441.953922562523,23.76,1799.5454831024992,0.0,2053.5305338933763,164148.64942154946,243.51229824762493,8.5450089375,1,1,4,7.196221
Đồng bằng sông Hồng,Hưng Yên,2028,930.3,1394.4194328111244,1498.8922205859662,23.860000000000003,1809.7469881087493,0.0,2094.174384143616,148957.72725906834,145.84502485643745,7.135021687500001,0,0,0,7.101433
Đồng bằng sông Hồng,Thái Bình,2028,1586.4,2004.0454290191117,1263.2661554583406,24.060000000000002,1764.8603660812491,0.0,1998.6613360555518,160164.93844702223,82.04527972299996,6.9283856250000015,0,0,2,3.0807188
Đồng bằng sông Hồng,Hà Nam,2028,862.0,947.5429234559745,1099.2377302273485,23.860000000000003,1866.5693709935617,0.0,2091.1260953748483,152034.2166047812,126.52622352631246,6.806835,0,0,0,0.75679517
Đồng bằng sông Hồng,Nam Định,2028,1668.5,2008.556224109268,1203.809543967197,24.060000000000002,1770.2671637345618,0.0,2016.95106866816,159704.27146439094,67.85430837556248,7.2079520625,0,0,2,0.3196647
Đồng bằng sông Hồng,Ninh Bình,2028,1386.8,1090.0522073983934,786.0197630504712,23.96,1820.7646135154991,0.0,2005.774009849344,157238.6446820798,112.21600031881246,7.171486875000001,0,0,0,2.1709838
Trung du và miền núi phía Bắc,Hà Giang,2028,7929.5,963.9940584906623,121.57059820804115,22.96,2731.1469202732487,0.0,3641.6889824215045,153052.32087711734,46.150469844187484,2.9779903125000007,0,0,0,-3.8750844
Trung du và miền núi phía Bắc,Cao Bằng,2028,6700.3,589.9164750728809,88.04329284851138,21.560000000000002,1856.8779412376243,0.0,2594.093742221568,149577.66203875822,53.42483330799998,3.1603162500000015,0,0,0,-3.8420887
Trung du và miền núi phía Bắc,Bắc Kạn,2028,4860.0,348.7640627353749,71.76215282620883,22.160000000000004,2167.309738577812,0.0,2891.809945304576,144541.57397480626,67.01954535512498,3.3426421875000005,0,0,0,-3.2649724
Trung du và miền núi phía Bắc,Tuyên Quang,2028,5867.9,870.3711796900309,148.32754131631944,23.660000000000004,2078.454629973374,0.0,2330.924811851264,145566.73441536652,71.19336045731248,4.485218062500001,0,0,0,-3.4487357
Trung du và miền núi phía Bắc,Lào Cai,2028,6364.0,835.3674097904185,131.26452070873955,22.96,2464.377564359811,0.0,3701.638661540608,173311.58787257492,114.83954124018746,4.3150471875,0,0,0,-2.7521152
Trung du và miền núi phía Bắc,Yên Bái,2028,6887.7,916.317607796587,133.03680587084034,23.26,2380.419178158374,0.0,2655.0595175969283,148412.38625774768,65.94627861456249,4.254271875000001,0,0,0,-3.5643911
Trung du và miền núi phía Bắc,Thái Nguyên,2028,3526.6,1445.0146332694183,409.7472447313045,23.160000000000004,2164.759362326249,0.0,2527.031389308672,142013.44970251014,149.18407693818745,6.478648312500002,0,0,0,2.2462022
Trung du và miền núi phía Bắc,Lạng Sơn,2028,8310.1,863.9287029377372,103.9612884246564,21.660000000000004,1627.2420635469368,0.0,2278.087806525952,156313.27862068912,73.10139021831249,3.8896200000000007,0,0,0,-3.513986
Trung du và miền núi phía Bắc,Bắc Giang,2028,3895.5,2070.3063554846303,531.4610076972482,23.560000000000002,1936.8577404866242,0.0,2248.621015094528,150748.9859639608,122.23315656406247,6.223392000000002,0,0,0,-0.756001
Trung du và miền núi phía Bắc,Phú Thọ,2028,3534.6,1635.1472997283802,462.61169573031754,23.360000000000003,1942.6725983401866,0.0,2278.087806525952,147620.07936858313,83.23779832362497,5.7371895,0,0,0,-2.6752694
Trung du và miền núi phía Bắc,Điện Biên,2028,9541.3,693.5161712493872,72.68571067353372,22.160000000000004,2277.588007695374,0.0,3042.1921912304642,179986.72301258487,56.28687794949999,2.8929048750000006,0,1,0,-3.3634133
Trung du và miền núi phía Bắc,Lai Châu,2028,9068.8,524.9822530456436,57.88883347803939,19.76,2233.2114609181863,0.0,3168.1881270062086,181263.88946114914,67.61580465543749,3.0387656250000004,0,0,0,-3.0080059
Trung du và miền núi phía Bắc,Sơn La,2028,14123.5,1408.8858180061434,99.75472213021867,21.560000000000002,1480.6464366071243,0.0,1888.922940379904,187065.06776540118,66.06553047462498,3.1603162500000015,0,0,0,-3.2504225
Trung du và miền núi phía Bắc,Hòa Bình,2028,4590.6,947.1289916712309,206.31921571716788,24.160000000000004,1851.7771887344993,0.0,2099.2548654248963,148641.20771301532,92.06243596824999,4.375822500000001,0,0,0,-2.7408285
Bắc Trung Bộ,Thanh Hóa,2028,11114.7,3991.416836657905,359.1115222775158,24.26,1749.8641537220617,0.0,1868.6010152547842,164789.75270591167,95.87849549024997,6.162616687500002,0,1,1,-1.0278206
Bắc Trung Bộ,Nghệ An,2028,16481.6,3683.9822705838674,223.5209124468418,24.860000000000003,1783.733150342812,0.0,1957.0013895490558,165816.92919453594,72.62438277806247,5.3725376250000005,0,1,1,-3.158504
Bắc Trung Bộ,Hà Tĩnh,2028,5990.7,1410.9448632943554,235.52253714830576,24.76,2411.737798527561,0.0,2592.061549709056,170605.04334661196,101.12557733299997,5.044350937500002,0,0,1,-2.9147797
Bắc Trung Bộ,Quảng Bình,2028,8000.0,980.8803525811059,122.61004407263823,25.26,2462.2352483084987,0.0,3059.465827586816,177928.33793920817,77.15595346043747,5.080816125000001,0,1,1,-3.4137416
Bắc Trung Bộ,Quảng Trị,2028,4621.7,699.0352617126373,151.250678692394,25.560000000000002,2473.048843615124,0.0,2845.0695175168,182819.2705425498,96.47475479056247,4.740474375,0,0,1,-3.1319911
Bắc Trung Bộ,Huế,2028,4902.4,1249.882944487012,254.95327686174366,25.660000000000004,2969.5560922693116,0.0,2975.129838317568,184677.05883355532,80.85276112237497,6.2355470625,1,1,1,-0.17902601
Duyên hải Nam Trung Bộ,Đà Nẵng,2028,1284.9,1346.944641191668,1048.287525248399,25.96,2355.1194457428737,0.0,2981.226415855104,196996.12052882285,139.76317999324996,8.143891875000001,1,1,1,12.97378
Duyên hải Nam Trung Bộ,Quảng Nam,2028,10574.7,1633.937345280668,154.51382500502783,25.860000000000003,2608.218784947936,0.0,2963.9527794987525,184319.21030218963,98.85979199181247,4.983575625,0,1,2,-1.9424248
Duyên hải Nam Trung Bộ,Quảng Ngãi,2028,5155.8,1334.0809149580934,258.7534262302831,26.160000000000004,2662.1847464309985,0.0,3032.031228667904,203159.17946056867,132.36956466937497,5.165901562500001,0,0,1,-2.747036
Duyên hải Nam Trung Bộ,Bình Định,2028,6066.2,1608.411551888137,265.143178907411,26.060000000000002,2189.344989391311,0.0,2996.467859698944,210239.54026144906,101.72183663331248,5.773654687500001,0,1,1,-1.6451523
Duyên hải Nam Trung Bộ,Phú Yên,2028,5023.4,937.502424267062,186.62707016504,26.060000000000002,1791.384279097499,0.0,2804.4256672665597,209675.04680352006,84.66882064437497,4.813404750000001,0,1,2,-3.4154925
Duyên hải Nam Trung Bộ,Khánh Hòa,2028,5137.8,1345.2146186041496,261.8269723625189,26.46,1658.7647140162494,0.0,2230.3312824819204,215089.143879478,115.07804496031247,5.469778125000001,0,1,1,-2.187316
Duyên hải Nam Trung Bộ,Ninh Thuận,2028,3355.3,647.2407204421373,192.9009985521823,26.560000000000002,1428.924806225437,0.0,1729.3958281477119,219925.64318509083,114.72028938012497,4.2178066875,0,0,2,-2.4398031
Duyên hải Nam Trung Bộ,Bình Thuận,2028,7943.9,1343.9409823433994,169.17899046355058,26.46,1130.9388449928745,0.0,1736.508501941504,222678.5568165265,117.46308216156245,5.943825562500002,0,0,1,-2.353737
Tây Nguyên,Kon Tum,2028,9674.2,634.9076759838748,65.62895908538947,23.560000000000002,2040.0969711498742,0.0,2484.3553465459204,209510.73888630146,76.79819788024999,4.22996175,0,0,0,-2.3375418
Tây Nguyên,Gia Lai,2028,15511.0,1730.351610219443,111.55641868476842,22.76,2138.1334342599366,0.0,2640.8341700093442,210406.87225076373,78.58697578118748,3.7680693750000005,0,1,0,-2.5683103
Tây Nguyên,Đắk Lắk,2028,13030.5,2064.161060526512,158.40996588975955,23.560000000000002,1459.0192459938744,0.0,1973.2589296491522,203963.58263811743,81.32976856262499,4.5216832500000015,0,1,0,-0.5550365
Tây Nguyên,Đắk Nông,2028,6509.3,735.4188042280622,112.97970660870787,21.860000000000003,2147.824864015874,0.0,2565.6430470464,199647.22373302493,88.36562830631246,4.497373125,0,0,0,0.13278633
Tây Nguyên,Lâm Đồng,2028,9783.3,1444.6537696622058,147.6652836632022,19.060000000000002,2043.8715280021863,0.0,2391.890587226624,211541.90731081375,111.97749659868748,6.4543381875,0,1,0,-0.5599807
Đông Nam Bộ,Bình Phước,2028,6876.8,1125.5229772602809,163.66958138382398,26.26,2494.4720041282485,0.0,2694.687271590912,207837.41899315495,123.66417888481247,6.1747717500000014,0,0,0,-0.544378
Đông Nam Bộ,Tây Ninh,2028,4041.3,1275.483033328087,315.6120637735597,27.560000000000002,1974.2972638595616,0.0,2137.8665231626246,212014.67058182924,120.32512680306247,6.442183125000001,0,0,0,2.3225834
Đông Nam Bộ,Bình Dương,2028,2694.4,3034.2473457977617,1126.1309923536824,26.860000000000003,2162.719061324999,0.0,2350.230640720128,207806.1702481624,219.0656669348124,10.866625875000002,0,0,2,40.04649
Đông Nam Bộ,Đồng Nai,2028,5863.6,3546.7798043945736,604.8809271428087,26.560000000000002,2170.268175029624,0.0,2594.093742221568,210016.76695037354,175.77724173212493,8.690869687500001,0,0,1,10.384478
Đông Nam Bộ,Bà Rịa - Vũng Tàu,2028,1981.0,1266.0581249985366,639.1005174147081,27.160000000000004,1706.7117875456242,0.0,2431.5183412206084,220534.48970042844,447.6714826746248,6.9283856250000015,0,1,4,13.696558
Đông Nam Bộ,TP Hồ Chí Minh,2028,2061.4,10106.18697906068,4902.584155942893,27.26,2030.8136015941866,0.0,2293.329250369792,209402.8803148758,221.09294855587498,8.642249437500002,1,1,1,16.098022
Đồng bằng sông Cửu Long,Long An,2028,4494.9,1860.6127587876495,413.9386324028676,26.860000000000003,2078.862690173624,0.0,2237.4439562757125,212216.2753882324,125.21445306562497,5.5913287500000015,0,0,2,-1.4796588
Đồng bằng sông Cửu Long,Tiền Giang,2028,2510.6,1905.4129142595305,758.9472294509402,26.76,2039.076820649249,0.0,2188.671335975424,208945.23740434053,89.08113946668747,6.101841375000001,0,0,2,0.2880364
Đồng bằng sông Cửu Long,Bến Tre,2028,2394.8,1385.3766153597994,578.4936593284614,26.76,2123.0352068506863,0.0,2233.3795712506876,212830.16202373014,67.37730093531249,5.3239173750000015,0,0,2,-5.0388784
Đồng bằng sông Cửu Long,Trà Vinh,2028,2358.3,1085.6581622988058,460.35625760030774,26.76,2138.439479410124,0.0,2249.637111350784,211859.43488089874,106.73041475593746,5.080816125000001,0,0,1,-4.019239
Đồng bằng sông Cửu Long,Vĩnh Long,2028,1525.7,1098.8933657750995,720.2552046766071,26.860000000000003,2039.1788356993118,0.0,2150.0596782376956,204731.69695051364,95.16298432987499,4.971420562500001,0,0,2,-2.2031345
Đồng bằng sông Cửu Long,Đồng Tháp,2028,3383.8,1699.2005900085994,502.15751226685956,27.160000000000004,2012.348877532874,0.0,2111.4480204999677,206552.18835233452,88.96188760662497,6.4543381875,0,0,1,-4.2043486
Đồng bằng sông Cửu Long,An Giang,2028,3536.7,2028.265745244374,573.4910354976034,27.160000000000004,1932.8791535341868,0.0,2193.751817256704,202936.40614949312,76.20193857993749,5.129436375000001,0,0,2,-5.7200565
Đồng bằng sông Cửu Long,Kiên Giang,2028,6348.8,1872.0648714988931,294.8690888827641,27.060000000000002,2139.3576148606867,0.0,2577.836202121472,202361.832451244,94.68597688962498,6.259857187500002,0,2,2,-2.4345994
Đồng bằng sông Cửu Long,Cần Thơ,2028,1439.0,1346.3502776033183,935.6152033379557,26.860000000000003,2017.5516450860616,0.0,2186.639143462912,202927.33393320502,122.82941586437495,7.353812812500001,1,1,1,4.9421306
Đồng bằng sông Cửu Long,Hậu Giang,2028,1621.7,773.6491193215745,477.0605656542977,26.76,2172.716536231125,0.0,2310.6028867261443,204369.8163230199,106.37265917574997,5.567018625000001,0,0,1,-3.7052388
Đồng bằng sông Cửu Long,Sóc Trăng,2028,3311.9,1277.5739195228184,385.75256484882345,26.660000000000004,2104.978542989624,0.0,2384.777913432832,209653.87829884776,78.46772392112499,5.1902116875,0,0,2,-6.374086
Đồng bằng sông Cửu Long,Bạc Liêu,2028,2669.0,986.4737384928995,369.6042482176469,26.860000000000003,2228.1107084150613,0.0,2686.558501540864,208741.6165498733,83.83405762393747,6.284167312500002,0,0,0,-4.9578047
Đồng bằng sông Cửu Long,Cà Mau,2028,5221.2,1285.1414416387745,246.13909477491276,26.860000000000003,2544.3573636088113,0.0,2677.41363523456,204932.29373288483,85.50358366481248,5.409002812500001,0,1,2,-5.4804206
Đồng bằng sông Hồng,Hà Nội,2029,3358.6,9356.86871697816,2785.943165895957,23.875000000000004,1837.4552958562247,0.0,2138.256704125026,147281.01435703004,203.62612861252055,9.635925796875,1,1,0,8.008666
Đồng bằng sông Hồng,Vĩnh Phúc,2029,1235.2,1316.2255959459287,1065.59714697695,23.775000000000002,1779.6311251797983,0.0,2194.3655393954823,147757.75327482782,176.08550779038654,7.453484325000002,0,0,0,3.8821697
Đồng bằng sông Hồng,Bắc Ninh,2029,822.7,1662.8201785156486,2021.1743995571273,23.875000000000004,1893.2289640263946,0.0,2180.0832904175486,149431.38968752042,200.88452834968368,7.3386189843750005,0,0,0,27.698307
Đồng bằng sông Hồng,Quảng Ninh,2029,6177.8,1501.4107162136527,243.03323451935196,23.475,2167.17609886223,0.0,2759.5345346651698,171530.05659959145,307.6823204065564,7.530061218750001,0,1,1,3.4316716
Đồng bằng sông Hồng,Hải Dương,2029,1668.2,2123.6822753773836,1273.0381701099288,23.775000000000002,1854.8845671594029,0.0,2197.4260213193256,153480.6403685613,129.72753970969023,7.504535587500001,0,0,0,2.7699962
Đồng bằng sông Hồng,Hải Phòng,2029,1561.8,2285.8242908020206,1463.5832314009608,23.775000000000002,1808.5432105180116,0.0,2061.74465602895,164476.94672039256,254.47035166876802,8.972259384375,1,1,4,8.21286
Đồng bằng sông Hồng,Hưng Yên,2029,930.3,1415.335724303291,1521.3756038947554,23.875000000000004,1818.7957230492927,0.0,2102.5510816801902,149255.64271358648,152.40805097497713,7.491772771875001,0,0,0,8.205376
Đồng bằng sông Hồng,Thái Bình,2029,1586.4,2034.106110454398,1282.2151477902155,24.075000000000003,1773.6846679116552,0.0,2006.655981399774,160485.26832391627,85.73731731053496,7.274804906250002,0,0,2,2.9326591
Đồng bằng sông Hồng,Hà Nam,2029,862.0,961.756067307814,1115.7262961807585,23.875000000000004,1875.9022178485293,0.0,2099.490599756348,152338.28503799075,132.2199035849965,7.147176750000001,0,0,0,2.7811887
Đồng bằng sông Hồng,Nam Định,2029,1668.5,2038.6845674709068,1221.8666871267046,24.075000000000003,1779.1184995532344,0.0,2025.0188729428326,160023.68000731972,70.90775225246279,7.568349665625001,0,0,2,0.36548597
Đồng bằng sông Hồng,Ninh Bình,2029,1386.8,1106.4029905093691,797.8100594962282,23.975,1829.8684365830763,0.0,2013.7971058887415,157553.12197144394,117.26572033315901,7.530061218750001,0,0,0,2.1429439
Trung du và miền núi phía Bắc,Hà Giang,2029,7929.5,978.4539693680221,123.39415718116175,22.975,2744.8026548746147,0.0,3656.2557383511908,153358.42551887158,48.22724098717592,3.126889828125001,0,0,0,-3.8611941
Trung du và miền núi phía Bắc,Cao Bằng,2029,6700.3,598.765222198974,89.36394224123904,21.575000000000003,1866.1623309438123,0.0,2604.4701171904544,149876.81736283575,55.82895080685998,3.318332062500002,0,0,0,-3.8420887
Trung du và miền núi phía Bắc,Bắc Kạn,2029,4860.0,353.9955236764055,72.83858511860197,22.175000000000004,2178.1462872707007,0.0,2903.3771850857943,144830.6571227559,70.0354248961056,3.5097742968750008,0,0,0,-3.2024264
Trung du và miền núi phía Bắc,Tuyên Quang,2029,5867.9,883.4267473853813,150.55245443606424,23.675000000000004,2088.8469031232403,0.0,2340.248511098669,145857.86788419724,74.39706167789154,4.709478965625002,0,0,0,-3.3786085
Trung du và miền núi phía Bắc,Lào Cai,2029,6364.0,847.8979209372746,133.23348851937064,22.975,2476.69945218161,0.0,3716.4452161867707,173658.21104832008,120.00732059599588,4.530799546875,0,0,0,-2.7521152
Trung du và miền núi phía Bắc,Yên Bái,2029,6887.7,930.0623719135358,135.03235795890294,23.275000000000002,2392.321274049166,0.0,2665.679755667316,148709.2110302632,68.91386115221779,4.466985468750001,0,0,0,-3.5311036
Trung du và miền núi phía Bắc,Thái Nguyên,2029,3526.6,1466.6898527684593,415.89345340227396,23.175000000000004,2175.58315913788,0.0,2537.1395148659067,142297.47660191517,155.89736040040586,6.802580728125002,0,0,0,3.3693771
Trung du và miền núi phía Bắc,Lạng Sơn,2029,8310.1,876.8876334818032,105.52070775102624,21.675000000000004,1635.3782738646714,0.0,2287.200157752056,156625.9051779305,76.39095277813655,4.084101000000001,0,0,0,-3.4684715
Trung du và miền núi phía Bắc,Bắc Giang,2029,3895.5,2101.3609508168997,539.4329228127068,23.575000000000003,1946.542029189057,0.0,2257.615499154906,151050.4839358887,127.73364860944527,6.534561600000003,0,0,0,0.3671742
Trung du và miền núi phía Bắc,Phú Thọ,2029,3534.6,1659.6745092243057,469.5508711662722,23.375000000000004,1952.3859613318873,0.0,2287.200157752056,147915.3195273203,86.9834992481881,6.024048975,0,0,0,-2.2508903
Trung du và miền núi phía Bắc,Điện Biên,2029,9541.3,703.918913818128,73.77599633363671,22.175000000000004,2288.9759477338507,0.0,3054.360959995386,180346.69645861004,58.819787457227484,3.037550118750001,0,1,0,-2.4475577
Trung du và miền núi phía Bắc,Lai Châu,2029,9068.8,532.8569868413282,58.757165980209976,19.775000000000002,2244.377518222777,0.0,3180.8608795142336,181626.41724007143,70.65851586493217,3.1907039062500004,0,0,0,-3.0080059
Trung du và miền núi phía Bắc,Sơn La,2029,14123.5,1430.0191052762355,101.25104296217194,21.575000000000003,1488.0496687901598,0.0,1896.4786321414238,187439.197900932,69.03847934598309,3.318332062500002,0,0,0,-3.2504225
Trung du và miền núi phía Bắc,Hòa Bình,2029,4590.6,961.3359265462992,209.41400395292536,24.175000000000004,1861.0360746781716,0.0,2107.651884886596,148938.49012844136,96.20524558682123,4.594613625000001,0,0,0,-2.7677474
Bắc Trung Bộ,Thanh Hóa,2029,11114.7,4051.2880892077733,364.49819511167846,24.275000000000002,1758.613474490672,0.0,1876.0754193158034,165119.3322113235,100.19302778731122,6.470747521875002,0,1,1,-0.9480623
Bắc Trung Bộ,Nghệ An,2029,16481.6,3739.242004642625,226.87372613354438,24.875000000000004,1792.6518160945259,0.0,1964.8293951072521,166148.56305292502,75.89248000307528,5.641164506250001,0,1,1,-2.9537532
Bắc Trung Bộ,Hà Tĩnh,2029,5990.7,1432.1090362437706,239.05537520553034,24.775000000000002,2423.7964875201988,0.0,2602.4297959078926,170946.2534333052,105.67622831298496,5.296568484375002,0,0,1,-2.2375023
Bắc Trung Bộ,Quảng Bình,2029,8000.0,995.5935578698223,124.4491947337278,25.275000000000002,2474.546424550041,0.0,3071.703690897163,178284.1946150866,80.62797136615715,5.334856931250001,0,1,1,-2.6884677
Bắc Trung Bộ,Quảng Trị,2029,4621.7,709.5207906383267,153.5194388727799,25.575000000000003,2485.4140878331996,0.0,2856.449795586867,183184.9090836349,100.81611875613777,4.97749809375,0,0,1,-3.102764
Bắc Trung Bộ,Huế,2029,4902.4,1268.6311886543172,258.77757601466976,25.675000000000004,2984.403872730658,0.0,2987.0303576708384,185046.41295122242,84.49113537288184,6.547324415625001,1,1,1,0.69995314
Duyên hải Nam Trung Bộ,Đà Nẵng,2029,1284.9,1367.148810809543,1064.011838127125,25.975,2366.895042971588,0.0,2993.151321518524,197390.1127698805,146.0525230929462,8.551086468750002,1,1,1,13.557698
Duyên hải Nam Trung Bộ,Quảng Nam,2029,10574.7,1658.446405459878,156.83153238010325,25.875000000000004,2621.2598788726755,0.0,2975.8085906167476,184687.848722794,103.30848263144402,5.232754406250001,0,1,2,-1.228342
Duyên hải Nam Trung Bộ,Quảng Ngãi,2029,5155.8,1354.0921286824648,262.6347276237373,26.175000000000004,2675.495670163153,0.0,3044.159353582576,203565.4978194898,138.32619507949684,5.424196640625001,0,0,1,-1.5605167
Duyên hải Nam Trung Bộ,Bình Định,2029,6066.2,1632.5377251664588,269.1203265910222,26.075000000000003,2200.2917143382674,0.0,3008.4537311377394,210660.01934197196,106.29931928181153,6.062337421875002,0,1,1,-0.99253273
Duyên hải Nam Trung Bộ,Phú Yên,2029,5023.4,951.5649606310678,189.4264762175156,26.075000000000003,1800.3412004929864,0.0,2815.6433699356257,210094.3968971271,88.47891757337185,5.054074987500001,0,1,2,-2.63172
Duyên hải Nam Trung Bộ,Khánh Hòa,2029,5137.8,1365.3928378832118,265.75437694795664,26.475,1667.0585375863304,0.0,2239.252607611848,215519.32216723697,120.25655698352652,5.743267031250001,0,1,1,-2.187316
Duyên hải Nam Trung Bộ,Ninh Thuận,2029,3355.3,656.9493312487693,195.79451353046503,26.575000000000003,1436.069430256564,0.0,1736.3134114603026,220365.49447146102,119.88270240223058,4.428697021875001,0,0,2,-2.4559927
Duyên hải Nam Trung Bộ,Bình Thuận,2029,7943.9,1364.10009707855,171.7166753205038,26.475,1136.5935392178387,0.0,1743.45453594927,223123.91393015956,122.74892085883276,6.241016840625002,0,0,1,-1.879056
Tây Nguyên,Kon Tum,2029,9674.2,644.4312911236328,66.61339347167029,23.575000000000003,2050.297456005623,0.0,2494.292767932104,209929.76036407406,80.25411678486122,4.4414598375,0,0,0,-2.383317
Tây Nguyên,Gia Lai,2029,15511.0,1756.3068843727344,113.22976496503993,22.775000000000002,2148.824101431236,0.0,2651.3975066893818,210827.68599526526,82.1233896913409,3.9564728437500007,0,1,0,-2.5901737
Tây Nguyên,Đắk Lắk,2029,13030.5,2095.1234764344094,160.78611537810593,23.575000000000003,1466.3143422238436,0.0,1981.1519653677487,204371.50980339365,84.98960814794312,4.747767412500002,0,1,0,-0.63783854
